"","REGION","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","NPT4_PUB","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NUM4_PUB","NUM41_PUB","NUM42_PUB","NUM43_PUB","NUM44_PUB","NUM45_PUB","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","PFTFAC","FEMALE","MARRIED","DEPENDENT","VETERAN","FIRST_GEN","C150_4","C150_4_HISP","C150_4_AIAN","C150_4_WHITE","C150_4_BLACK","C150_4_ASIAN","C150_4_NHPI","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","PPTUG_EF","NPT4_048_PUB","NPT4_3075_PUB","NPT4_75UP_PUB"
"452","8",1350,480,590,480,600,460,570,535,540,515,21,26,20,25,20,25,7,8,24,23,23,8,1081,0.0011,0.0193,0,7e-04,0.0452,0,0.0259,0,0.0492,0.1024,0,0.0226,0.0306,0,0.0233,0.0416,0,0.1094,0.0055,0,0.0135,0,0.0022,0,0.0168,0,0.0587,0,0.0241,0.1083,0,0,0,0,0.0255,0.1181,0.1458,0.0102,14579,11779,12544,15074,17778,17666,1182,324,206,273,183,196,20675,6610,20520,9880,0.9514,0.560560383,0.0540876042,0.7902110303,0.004788083,0.3968130587,0.5478,0.4688,0.3571,0.5684,0.3673,0.5714,NA,16330,0.624,0.037,0.1784,0.0685,0.0074,0.0049,0.0627,0.0126,0.0045,0.1515,12077,13986,17720
"453","1",1229,490,590,510,610,500,600,540,560,550,22,27,21,27,23,28,NA,NA,25,24,26,NA,1104,0.0283,0.0434,0.0025,0.0025,0.0495,0,0.0212,0.0046,0.0046,0.0915,0.0053,0.0191,0.0244,0,0.0484,0.0018,0,0.0954,0.0085,0,0.0283,0.0477,0.0042,0,0.0145,0,0.0735,0,0.0162,0.0802,0,0,0,0,0.0353,0.0823,0.1462,0.0208,23516,15985,17873,21516,25663,29008,957,167,101,166,213,310,29916,16552,29532,11336,0.6357,0.5657801418,0.0106382979,0.9413120567,0.0026595745,0.1924208977,0.7613,0.7067,0.5,0.7829,0.619,0.7885,NA,12591,0.8125,0.0119,0.0309,0.0212,0.0023,1e-04,0.0152,0.0183,0.0877,0.0226,16696,20138,27646
"454","6",267,480,620,485,620,NA,NA,550,553,NA,20,25,19,25,18,25,NA,NA,23,22,22,NA,1060,0,0.0043,0.0171,0.0114,0.0244,0,0.0054,0,0.0924,0.0582,0,0.0309,0.0144,0,0.0493,0.0618,0,0.078,0.0119,0,0.0051,0,0.0073,0,0.02,0,0.1075,0.032,3e-04,0.081,0,0,0,0,0.0574,0.0731,0.1381,0.0187,10079,9056,10526,11959,12710,12341,1244,630,377,190,34,13,17401,6846,20664,8909,0.7115,0.5740875533,0.0982634917,0.6172403036,0.0036393886,0.4279845052,0.4778,0.4629,0.2945,0.5172,0.3861,0.5225,0.3,20261,0.3621,0.0261,0.4591,0.0312,0.0566,0.0018,0.0344,0.0124,0.0164,0.2043,9606,11006,12608
"455","5",242,500,630,500,670,NA,NA,565,585,NA,21,25,21,26,20,25,NA,NA,23,24,23,NA,1082,0,0,0,0.0014,0,0,0.0119,0,0.0476,0.0986,0,0.0077,0,0,0.0336,0.0014,0,0.0776,0.0049,0,0.1091,0,0.0042,0,0.0329,0,0.0755,0,0,0.0615,0,0,0,0,0.0874,0,0.3126,0.0322,8409,7142,7532,9575,11060,12375,461,213,93,72,47,36,16889,7392,21002,7540,0.7423,0.5770029058,0.0626816106,0.7065172271,0.00456621,0.4101838755,0.3372,0.3218,0.25,0.3251,0.2478,0.3736,0,6742,0.5531,0.1593,0.1023,0.0837,0.0039,4e-04,0.035,0.0363,0.026,0.2327,7261,8424,11630
"456","5",825,418,593,438,530,NA,NA,506,484,NA,19,25,19,26,17,24,NA,NA,22,23,21,NA,1029,0,0,0,0,0.0714,0,0.0106,0,0.1168,0,0,0.0106,0.0319,0,0.0222,0,0,0.0309,0.0029,0,0.0425,0.0473,0,0,0.0203,0,0.0232,0.0444,0.0492,0.0608,0,0,0,0,0.0589,0.1631,0.1718,0.0212,11294,9335,9838,12353,13379,13292,735,243,115,130,138,109,15494,7412,13268,7424,1,0.5971685972,0.0797940798,0.7876447876,NA,0.3891175126,0.3887,0.4545,0.3,0.4789,0.2143,0.5,NA,5485,0.7123,0.1384,0.0272,0.0047,0.0093,9e-04,0.0235,0.0425,0.0412,0.1535,9497,11172,13341
"457","5",1002,560,660,540,630,530,620,610,585,575,24,28,23,29,23,26,NA,NA,26,26,25,NA,1191,0,0.084,0,0.004,0.0387,0,0.0427,0,0,0.016,0,0.0347,0,0,0.056,0.0613,0,0.0427,0.0227,0,0,0,0.016,0,0.032,0,0.1347,0,0,0.0987,0,0,0,0,0.1187,0.06,0.1013,0.036,12421,8127,9614,13027,16272,17997,288,72,57,68,46,45,18574,6392,21263,7611,0.7663,0.5572171651,0.0715214564,0.7152145644,NA,0.2159945318,0.6416,0.5667,1,0.6586,0.5652,0.7273,NA,3425,0.821,0.0336,0.0455,0.0169,0.0035,6e-04,0.0342,0.0038,0.0409,0.0969,8784,11471,17125
"458","5",95,600,700,620,720,590,700,650,670,645,28,32,28,34,27,32,8,9,30,31,30,9,1328,0,0.0197,0,0.0485,0.1198,0,0.0245,0,0.0151,0,0,0.0238,0.005,0,0.0302,0.0015,0,0.1017,0.0216,0,0.0162,0.0599,0.0114,0,0.0433,0,0.0986,0,0.0153,0.1312,0,0,0,0,0.0251,0.0728,0.0844,0.0304,13243,4431,7915,12080,19562,22728,1516,373,247,285,272,339,23978,8336,33418,10898,0.8499,0.599199663,0.0254844145,0.9106992418,NA,0.2027802295,0.9026,0.8396,0.6774,0.9171,0.8398,0.9346,NA,17908,0.6517,0.0825,0.0739,0.0936,0.0052,0.0014,0.0424,0.0248,0.0245,0.0213,5819,10147,21318
"459","5",708,490,570,510,600,480,560,530,555,520,21,25,20,24,21,26,6,8,23,22,24,7,1079,0,0,0.019,0.0044,0.0617,0,0.0504,0,0.0543,0.0782,0.0328,0.0147,0,0,0.0261,0,0,0.0202,0.0181,0,0.0099,0.0252,0.0053,0,0.0266,0,0.0729,0.0672,0.0094,0.0887,0,0,0,0,0.0303,0.0757,0.182,0.0271,12479,8307,8877,11476,16028,17720,1877,429,304,391,395,358,18044,6277,19448,8490,0.724,0.5188063413,0.0631022692,0.7809553414,0.003522951,0.286447295,0.5453,0.7179,0.1429,0.5335,0.5498,0.5633,NA,22120,0.6048,0.1685,0.0808,0.0547,0.0033,0.0012,0.0354,0.0233,0.028,0.1419,8544,10339,16832
"460","5",601,470,560,470,560,440,530,515,515,485,21,25,20,25,19,25,6,8,23,23,22,7,1043,0,0,0,0.0053,0.0596,0,0.028,0,0.0961,0,0,0.0142,0.0448,0,0.0336,0.031,0,0.0583,0.0059,0,0.0125,0.0481,0.0053,0,0.0072,0,0.0517,0,0.0283,0.0807,0,0,0,0,0.0797,0.1073,0.1798,0.0227,12186,7923,9530,13953,17714,18418,1724,589,322,338,271,204,18640,6454,21316,8058,0.8109,0.6816257409,0.0709850409,0.7694044595,0.0033869602,0.30783467,0.5561,0.4744,0.5,0.5484,0.5767,0.61,NA,14497,0.5457,0.2705,0.0684,0.0456,0.0037,0.0012,0.0426,0.0185,0.0038,0.1298,8491,11795,18016
"461","5",1005,420,500,430,510,390,470,460,470,430,18,21,16,22,17,22,NA,NA,20,19,20,NA,930,0,0.0119,0,0.0069,0.0524,0,0.0267,0,0.1068,0,0,0.0079,0,0,0.0099,0,0,0.091,0.002,0,0.0079,0.1078,0.004,0,0.0336,0,0.0445,0.1187,0.0435,0.095,0,0,0,0,0.0208,0.0653,0.1236,0.0198,11266,9002,10340,13161,14993,15918,834,373,145,140,114,62,17014,5287,15239,6359,0.8117,0.6198292843,0.1070256074,0.7170059094,NA,0.3405188162,0.3435,0.2258,0.3673,0.346,0.3304,0.28,NA,5303,0.3811,0.3553,0.0509,0.0157,0.1484,4e-04,0.0179,0.0083,0.0221,0.1761,9377,11726,15319
"462","5",234,520,620,490,610,490,620,570,550,555,22,26,21,28,19,25,NA,NA,24,25,22,NA,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13625,6474,7838,13857,17279,20930,65,14,11,13,10,17,21554,8363,23733,6796,0.7611,0.5096418733,NA,0.91184573,NA,0.1671388102,0.5934,0.5,0.5,0.6327,0.4,0.4,NA,852,0.7289,0.0798,0.0775,0.0141,0.0059,0.0023,0.0458,0.0176,0.0282,0.0082,7074,11098,19578
"463","5",545,550,630,560,640,520,620,590,600,570,22,26,22,27,22,26,7,8,24,25,24,8,1145,0,0.0306,0,0,0.0566,0,0.0149,0,0.0803,0,0,0.0094,0,0,0.0514,0,0,0.081,0.0087,0,0.0069,0.0556,0.0056,0,0.0261,0,0.0886,0,0.024,0.0931,0,0,0,0,0.0535,0.0931,0.2026,0.0181,15604,10912,11818,15683,19045,19860,949,227,150,151,210,211,20292,6392,20420,7830,0.6921,0.6550958628,0.0954591322,0.7602421796,0.0040363269,0.2415706359,0.7052,0.6842,0.5333,0.7098,0.6559,0.7273,NA,12686,0.794,0.0492,0.0655,0.0207,0.0042,0.0013,0.0313,0.0061,0.0277,0.0831,11272,13757,19453
"464","4",1411,465,600,490,600,NA,NA,533,545,NA,21,26,20,26,21,26,NA,NA,24,23,24,NA,1090,0,0,0,0.0029,0.0431,0.0053,0.0129,0,0.0489,0.0891,0.0062,0.0125,0,0,0.0134,0.0695,0,0.045,0.0096,0,0.0067,0.0225,0.0019,0,0.0153,0,0.0613,0.0292,0.0316,0.0292,0,0,0,0.1145,0.0187,0.1543,0.1457,0.0105,16289,12248,13059,15702,17770,18506,389,50,49,73,106,111,20306,7741,18409,8565,0.9432,0.4604372723,0.0874544508,0.7948984904,0.0039042166,0.208839779,0.5549,0.4737,0.3,0.5609,0.6429,0.3636,NA,10978,0.8151,0.0228,0.0282,0.0138,0.0154,0.0011,0.0275,0.0529,0.0232,0.1766,12650,14641,18146
"465","5",598,540,630,530,610,500,600,585,570,550,22,26,21,26,21,25,7,9,24,24,23,8,1133,0,0,0,9e-04,0.0785,0,0.0215,0,0.0704,0.0294,0.009,0.0049,0,0,0.0288,0.0759,0,0.0326,0.0058,0,0.0096,0.016,0.0049,0,0.0047,0,0.1024,0.0588,0,0.0611,0,0,0,0,0.0398,0.1716,0.1518,0.0215,11870,6445,8925,12636,16173,17416,842,234,136,164,132,176,20102,6385,20789,7401,0.7785,0.6122800306,0.0948737567,0.6817138485,0.0057383321,0.3384583846,0.5519,0.5259,0.1429,0.5507,0.608,0.5648,0,13884,0.6937,0.0957,0.0965,0.0427,0.0012,6e-04,0.0521,0.0148,0.0026,0.2933,7357,10954,16883
"466","5",878,460,570,450,560,NA,NA,515,505,NA,19,24,19,25,18,25,NA,NA,22,22,22,NA,1016,0,0.0104,0,0,0,0,0.0104,9e-04,0.1128,0,5e-04,0.0066,0,0.0057,0.0212,0.3725,0,0.0368,0.009,0,0,0,0,0,0.0151,0,0.0387,0.0411,0.0104,0.0382,0,0,9e-04,0,0.0156,0.1043,0.1228,0.026,10182,8291,8626,10683,12275,12129,1542,414,277,332,259,260,15088,4551,13228,5566,0.6748,0.5893211592,0.100138944,0.7141722906,0.0041683208,0.3829252296,0.2513,0.1935,0.4,0.2676,0.1111,0.2,NA,14976,0.7778,0.0437,0.0933,0.0283,0.0023,0.0011,0.0266,0.0142,0.0126,0.29,8425,9747,12202
"467","6",749,490,600,500,610,NA,NA,545,555,NA,21,26,19,25,20,26,NA,NA,24,22,23,NA,1096,0,0,0.0044,0,0.0554,0,0.0147,0,0,0.0236,0.0073,0.0209,0.012,0,0.0473,0.0515,0,0.0396,0.0095,0,0.1294,0.0443,0.0057,0,0.0079,0,0.0546,0.042,0.0119,0.0697,0,0,0,0.0044,0.0863,0.0328,0.2005,0.0242,10856,1875,4086,11976,16597,17778,2804,533,477,645,560,589,19405,9346,18034,10010,1,0.5514789318,0.0683864135,0.7458960587,0.0052197594,0.3741749873,0.502,0.4717,0.25,0.5085,0.4734,0.5329,NA,29758,0.488,0.1237,0.2066,0.055,0.0044,0.0013,0.0756,0.0358,0.0096,0.2015,2919,8622,17203
"468","7",920,480,570,470,590,NA,NA,525,530,NA,19,25,18,25,19,25,NA,NA,22,22,22,NA,1033,0,0,0,0.0052,0.0694,0,0,0,0.0456,0,0,0.0204,0,0,0.0276,0,0,0.0219,0.0171,0,0.1607,0.0842,0.0062,0,0.0262,0,0.0647,0.0528,0,0.0685,0,0,0,0,0.059,0.1579,0.0846,0.0281,16852,13998,15375,17604,19043,19174,1181,301,204,243,217,216,19187,7733,19277,7590,0.6364,0.6489156627,0.0672289157,0.8122891566,0.0031325301,0.3550649351,0.4635,0.4098,0.3333,0.4823,0.3563,0.3878,NA,9104,0.5633,0.0412,0.1727,0.0161,0.0034,0.0023,0.0342,0.0122,0.1547,0.0919,14554,16587,19109
"469","4",1159,483,615,480,568,NA,NA,549,524,NA,20,25,20,25,18,25,NA,NA,23,23,22,NA,1050,0,0,0,0,0.0717,0.0085,0.0191,0,0.1765,0,0.0208,0.0085,0.0293,0,0.0259,0.0246,0,0.0662,0.014,0,0.0089,0.0552,0.0051,0,0.0144,0,0.0458,0,0.028,0.0751,0,0,0,0,0.0467,0.0471,0.188,0.0208,14980,10283,12340,14655,16481,16350,1222,148,105,238,366,365,18618,7749,17647,8135,0.75,0.5730364571,0.026669929,0.8896501101,NA,0.2494214451,0.6395,0.4667,0.6667,0.6486,0.4203,0.7143,NA,9882,0.8522,0.0286,0.0338,0.0086,0.002,7e-04,0.0191,0.0362,0.0187,0.0826,11137,13947,16415
"470","6",1275,520,670,540,670,NA,NA,595,605,NA,23,29,22,30,23,28,NA,NA,26,26,26,NA,1189,0,0.0059,0.0072,0.0043,0.09,0,0.01,0,0.0445,0.104,0,0.0217,0,0,0.0107,0.0649,0,0.0598,0.0069,0,0.1431,0.0263,0.0079,0,0.0248,0,0.0381,0.013,0.0115,0.0598,0,0,0,0.0097,0.0521,0,0.1689,0.0148,16533,12803,13974,17744,20657,21220,1231,384,226,227,196,198,23384,9495,22269,9535,0.8207,0.5521175184,0.1136115018,0.7371464291,0.0054696046,0.3079232694,0.6744,0.6,0.5256,0.6862,0.6078,0.7837,NA,20538,0.626,0.0465,0.0902,0.0591,0.0394,0.0011,0.0709,0.0441,0.0226,0.1376,13237,15863,20940
"471","8",1065,490,610,500,620,490,600,550,560,545,22,27,21,28,21,27,7,8,25,25,24,8,1116,0,0.0333,0.0174,0.0105,0.1119,0,0.0112,0,0.0176,0,0,0.0428,0,0,0.0213,0.0054,0,0.0801,0.0088,0,0.0348,0,0.0112,0,0.017,0,0.0823,0,0.0335,0.2172,0,0,0,0,0.0716,0.0112,0.1431,0.0178,15487,12083,12587,14930,19157,21215,1181,342,198,249,179,213,23055,9918,30888,9390,0.6795,0.5727494766,0.0369853454,0.8351360782,0.0033147244,0.2758361518,0.6881,0.6814,0.5897,0.6948,0.5455,0.7218,0.5957,20252,0.6191,0.0202,0.0897,0.0535,0.0054,0.0042,0.0628,0.1347,0.0103,0.0789,12268,13892,20275
"472","2",411,580,670,600,690,570,670,625,645,620,26,31,27,33,26,32,8,9,29,30,29,9,1275,0,0,0,0.0488,0.0234,0,0.0292,0,0.0088,0.1156,0,0.0355,0,0.0021,0.0801,0.0032,0,0.0677,0.0148,0,0.0511,0,0.0079,0,0.0273,0,0.0715,0.0097,0.0123,0.0885,0,0,0,0,0.0217,0.1336,0.1252,0.0221,28000,21233,22959,26453,29745,30975,1542,187,156,246,328,625,31828,17772,28168,9846,0.7472,0.5281285878,0.0191003027,0.9114914936,0.0025049577,0.2257993385,0.8185,0.8667,0.75,0.8278,0.7239,0.8585,0.8,18474,0.7571,0.0513,0.0283,0.0849,5e-04,5e-04,0.0312,0.0356,0.0106,0.0458,22018,25097,30552
"473","9",1509,460,575,478,594,NA,NA,518,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054,0,0,0,0,0,0,0,0,0.1387,0,0.0983,0,0,0,0,0,0,0.2746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4884,0,2066,1443,3175,5052,6879,NA,620,448,127,43,2,0,7529,2019,4041,5587,0.756,0.5659986178,0.0145127851,0.9412577747,NA,0.2943425076,0.337,0.338,NA,0,NA,0,NA,2849,0.0084,0.0011,0.9021,4e-04,7e-04,0,0.0032,0,0.0842,0.0611,1826,3650,6879
"474","9",1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.1128,0.0274,0,0.0718,0,0.0632,0,0,0,0,0,0,0.1299,0,0,0,0,0,0,0,0,0.0889,0,0,0.0188,0,0,0,0,0,0.2513,0.2359,0,5878,5350,6699,8015,9257,NA,750,532,142,74,2,0,10702,2019,4041,6089,0.7536,0.5736520289,0.0094496943,0.9566425792,NA,0.2414215686,0.3914,0.3914,NA,NA,NA,NA,NA,3729,0,0,1,0,0,0,0,0,0,0.0638,5634,7150,9257
"475","9",76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0844,0,0.2119,0,0.1152,0,0,0,0,0,0,0.1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,0,4267,3770,5160,6339,6584,NA,835,597,167,68,3,0,9112,2212,4323,6187,0.7651,0.5350571855,0.0074589756,0.941322725,NA,0.1809732094,0.3518,0.3518,NA,NA,NA,NA,NA,4823,0,0,1,0,0,0,0,0,0,0.1203,4073,5501,6584
"476","9",1184,464,570,440,552,NA,NA,517,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,0,0,0,0,0.0884,0.0668,0,0,0.0079,0,0.0884,0,0,0,0,0,0,0,0,0,0.0393,0,0,0,0,0,0.1807,0.1218,0,0,0,0,0,0,0.0373,0,0.3694,0,6317,5569,7393,8899,10005,10530,755,523,143,83,5,1,11325,3026,6058,6003,0.523,0.636877247,0.0133538778,0.9342578326,NA,0.204,0.3596,0.3624,0.5,0.3636,1,0,1,3721,0.0081,0.0013,0.9715,5e-04,0.0021,0,0.0148,0,0.0016,0.1959,5961,7946,10092
"477","9",1314,498,619,531,646,NA,NA,559,589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,0,0,0,0,0,0,0,0,0.1451,0,0,0,0,0,0.007,0.0105,0,0.1713,0.0157,0,0.1486,0,0,0,0.035,0,0.2045,0,0,0.0524,0,0,0,0,0,0,0.2045,0.0052,5570,4796,6787,8453,9863,10086,684,484,131,58,7,4,10757,2212,4233,7102,1,0.6455872133,NA,0.9624739402,NA,0.1912908243,0.4293,0.4293,NA,NA,NA,NA,NA,3686,0,0,1,0,0,0,0,0,0,0.0689,5220,7298,9944
"478","9",324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.01,0,0,0.0017,0.0451,0,0,0.0718,0,0.0083,0,0,0,0,0,0,0.1219,0.0083,0,0,0,0,0,0.0684,0.005,0,0,0.1169,0.0083,0,0,0,0,0,0.1886,0.3456,0,5790,5276,6579,8339,NA,NA,652,462,140,50,0,0,10669,2019,4041,5305,0.75,0.6269993602,0.0076775432,0.9526551504,NA,0.1828410689,0.4427,0.4528,NA,0,NA,NA,NA,3497,0.0071,0.0057,0.9534,6e-04,9e-04,0,0.0046,0,0.0277,0.0801,5579,7042,NA
"479","9",1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0777,0,0,0,0,0,0.0155,0,0.0137,0.3048,0.0143,0.0132,0,0,0.0191,0,0,0.1877,0.0012,0,0,0,0.0018,0,0.0389,0,0.058,0,0,0.0598,0,0,0,0,0.0227,0.0634,0.0998,0.0084,8957,8268,9826,11346,11856,12740,1252,845,266,119,19,3,13929,2019,4041,6543,0.967,0.4738542891,0.0070505288,0.9588719154,NA,0.1852315394,0.4093,0.4093,NA,NA,NA,NA,NA,10914,0,0,1,0,0,0,0,0,0,0.0592,8641,10296,11976
"480","9",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7406,0.7707,0.7850746269,0.0447761194,0.8,NA,0.2312703583,NA,NA,NA,NA,NA,NA,NA,453,0.0022,0,0.9978,0,0,0,0,0,0,0.0397,NA,NA,NA
"481","9",1020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.035,0,0.0656,0,0.035,0,0,0,0,0,0,0.1663,0,0,0,0,0,0,0,0,0.2713,0,0,0,0,0,0,0,0,0.1444,0.2823,0,6658,5997,7561,9113,NA,NA,631,429,137,65,0,0,12025,2019,4041,4963,0.6091,0.5672402804,0.0095602294,0.9649458254,NA,0.2324649299,0.3761,0.3761,NA,NA,NA,NA,NA,3230,0,0,1,0,0,0,0,0,0,0.0625,6376,8061,NA
"482","9",92,536,646,521,673,NA,NA,591,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1188,0,0.0067,0.0263,0,0.0592,0,0.0078,0,0.1084,0,0,0.0536,0.0196,0,0,0.0045,0,0.1251,0.0028,0,0.0659,0,0.0034,0,0.0341,0,0.0933,0,0.0246,0.1095,0,0,0,0,0.0397,0,0.2045,0.0112,2318,1433,3090,5271,6877,7151,1463,987,283,142,40,11,7151,2019,4040,6722,0.8747,0.616838488,0.0103092784,0.9283259696,NA,0.1513052744,0.4698,0.4807,1,0.5333,0.5,0.4,1,12086,0.0074,0.0012,0.8902,8e-04,0.0012,1e-04,0.0029,0,0.0961,0.1021,1802,3819,6936
"483","1",1130,480,580,490,590,480,580,530,540,530,22,26,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,1077,0.0272,0.0382,0.0046,0.0043,0.0908,0,0.01,0,0.0257,0.0793,0,0.0239,0.0743,0,0.0282,0.0036,0,0.0579,0.0071,0,0,0.0504,0.0032,0,0.0075,0,0.0747,0,0,0.0793,0,0,0,0,0.0332,0.139,0.1233,0.0139,18382,11895,14779,18147,22147,24368,1109,309,125,177,218,280,26452,12506,28072,9502,0.6386,0.5477821854,0.0129823296,0.926974396,0.0032455824,0.2486528099,0.5887,0.4316,0.4,0.6163,0.4857,0.5352,NA,13205,0.704,0.0513,0.0885,0.0298,0.0019,3e-04,0.0275,0.0101,0.0867,0.0894,12726,16753,23396
"484","6",817,393,490,415,505,NA,NA,442,460,NA,20,25,17,24,17,24,NA,NA,23,21,21,NA,1039,0,0,0,0,0.0166,0,0.011,0,0.1713,0,0,0,0,0,0.0442,0,0,0.0331,0.0276,0,0.0055,0.0718,0,0,0.011,0,0.0939,0,0,0.0608,0,0,0,0,0.0994,0.0608,0.1934,0.0994,6014,4477,3205,6023,8390,9706,123,39,24,17,24,19,14731,6270,15210,5607,0.6854,0.6943820225,0.0921348315,0.7303370787,NA,0.4296482412,0.4631,0.6364,0.1364,0.4789,0.25,0.5,NA,845,0.6355,0.0414,0.0651,0.0083,0.1077,0,0.0604,0.0805,0.0012,0.0651,3992,4374,8972
"485","5",1335,450,570,450,585,430,540,510,518,485,20,25,20,27,18,25,6,8,23,24,22,7,1048,0,0,0,0,0.039,0,0.028,0,0.0874,0.0714,0,0.005,0,0,0.0105,0,0,0.0614,0.004,0,0.0435,0.02,0.0045,0,0.022,0,0.032,0.0285,0.015,0.0235,0,0,0,0,0.0445,0.3437,0.1009,0.0155,14327,10927,12409,16197,18367,18525,1206,435,196,227,195,153,18525,7188,14076,7195,0.6305,0.5937684875,0.0845986985,0.753303096,0.0035495957,0.3543979505,0.3824,0.4048,0.2143,0.4038,0.2917,0.4815,1,11267,0.6149,0.2374,0.0276,0.0345,0.0065,0.0013,0.0247,0.0382,0.0149,0.1942,11387,14442,18436
"486","5",753,430,540,430,540,NA,NA,485,485,NA,18,23,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,970,0,0,0,0,0.0716,0,0,0,0.1044,0,0,0,0,0,0.0213,0,0,0.0542,0.0368,0,0,0.1161,0,0,0.0174,0,0.0735,0,0,0.0754,0,0,0,0,0.0368,0.1451,0.2282,0.0193,13391,13112,11575,14127,15550,16399,428,334,24,22,28,20,19759,9602,18926,6533,0.6188,0.6710369487,0.0852205006,0.7759237187,NA,0.3392743475,0.3864,0.4444,0.6,0.3894,0.3558,0.125,NA,3023,0.5911,0.2636,0.041,0.0126,0.0036,0,0.0364,0.0337,0.0179,0.1753,13009,12796,15904
"487","5",515,420,520,420,510,NA,NA,470,465,NA,17,22,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,933,0,0,0,0,0.0205,0,0,0,0.0451,0,0,0.0205,0,0,0.0451,0.0246,0,0.0246,0,0,0.0205,0,0,0,0,0,0.1393,0,0,0.1107,0,0,0,0,0.0041,0.1189,0.3689,0.0574,15395,14612,15227,16885,17855,18589,250,176,13,24,19,18,20389,9404,19424,6418,0.6364,0.6278643446,0.0980751604,0.7635197067,NA,0.330078125,0.2589,0.2222,0.25,0.2585,0.3,0.3333,NA,1790,0.5994,0.1978,0.0592,0.0156,0.0034,0.0011,0.0341,0.0123,0.0771,0.1983,14654,16302,18212
"488","5",741,550,640,570,660,NA,NA,595,615,NA,25,29,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,1217,0,0.0046,0,0.0038,0.0712,0,0.019,0,0.0449,0.0532,0,0.0079,0,0,0.0212,0.019,0,0.1148,0.0093,0,0,0.0289,0.0044,0,0.0127,0,0.0635,0.0396,0.0081,0.0794,0,0,0,0,0.0445,0.0754,0.2567,0.0178,17622,16496,14180,18386,19837,21516,2306,1446,126,147,200,387,24586,11158,29440,9726,0.7023,0.5561845116,0.0291460918,0.9059376129,0.0025292063,0.2106910366,0.73,0.6164,0.7273,0.7382,0.7381,0.6783,NA,24623,0.7725,0.0991,0.0427,0.0264,0.0026,0.0011,0.035,0.0121,0.0084,0.0679,16310,16445,20944
