"","REGION","ADM_RATE","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","NPT4_PUB","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NUM4_PUB","NUM41_PUB","NUM42_PUB","NUM43_PUB","NUM44_PUB","NUM45_PUB","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","AVGFACSAL","PFTFAC","FEMALE","MARRIED","DEPENDENT","VETERAN","FIRST_GEN","C150_4","C150_4_HISP","C150_4_AIAN","C150_4_WHITE","C150_4_BLACK","C150_4_ASIAN","C150_4_NHPI","UGDS","UGDS_WHITE","UGDS_BLACK","UGDS_HISP","UGDS_ASIAN","UGDS_AIAN","UGDS_NHPI","UGDS_2MOR","UGDS_NRA","UGDS_UNKN","PPTUG_EF","NPT4_048_PUB","NPT4_3075_PUB","NPT4_75UP_PUB"
"1","7",745,430,520,458,560,NA,NA,475,509,NA,17,23,16,22,17,23,NA,NA,20,19,20,NA,955,0,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0.0194,0.4052,0,0.0216,0.0151,0,0,0.0797,0,0,0.0302,0,0.0603,0,0,0.0948,0,0,0,0,0.0539,0.0388,0.1789,0,15868,14065,15173,16840,18859,19043,351,138,75,59,40,39,19043,8014,18814,5861,0.479,0.484236055,0.0800323363,0.7510105093,NA,0.4138543517,0.2125,0.1056,0.1538,0.2953,0.0588,0.0909,NA,2110,0.5071,0.0706,0.318,0.0109,0.0152,0.0043,0.045,0,0.0289,0.1474,14455,15907,18950
"2","5",393,377,470,370,470,370,470,424,420,420,15,19,14,19,15,18,NA,NA,17,17,17,NA,827,0.0424,0.0191,0.0169,0,0,0.0487,0.0275,0,0.1123,0.1081,0.0339,0,0.0254,0,0.0127,0.0424,0,0.0975,0.0169,0,0,0,0,0,0.0127,0,0.0487,0.0085,0.0572,0.0424,0,0,0,0,0.0297,0,0.197,0,15229,14601,14882,17479,18397,19727,680,438,125,76,28,13,21475,9096,16596,6892,0.8967,0.5262741999,0.0165942315,0.8704069538,NA,0.3940338379,0.3525,0,0,0.1429,0.3581,NA,NA,4206,0.0333,0.9353,0.0055,0.0019,0.0024,0.0019,0,0.0059,0.0138,0.0656,14664,15864,18819
"3","5",418,380,470,380,480,NA,NA,425,430,NA,16,19,14,19,15,18,NA,NA,18,17,17,NA,851,0,0,0,0,0.087,0,0.0813,0,0.1267,0,0,0,0,0,0.017,0,0,0.0851,0.017,0,0,0.0284,0,0,0.0359,0,0.0643,0.1096,0.0624,0.0151,0,0,0,0,0.0567,0.0888,0.1115,0.0132,11110,10980,11253,12817,11246,7351,778,547,140,57,21,13,18184,8720,15656,6609,0.6539,0.6152291105,0.0097708895,0.8564690027,NA,0.3805576488,0.2632,0,0,0.4444,0.2599,0,NA,4811,0.0158,0.9208,0.0121,0.0019,0.001,6e-04,0.0098,0.0243,0.0137,0.0892,11035,11706,9757
"4","5",298,420,480,400,460,NA,NA,450,430,NA,17,19,17,20,17,18,NA,NA,18,19,18,NA,875,0,0,0,0,0.0427,0,0.0203,0,0.2967,0,0,0.002,0,0,0.0163,0,0,0.061,0.0142,0,0,0,0,0,0.0142,0,0.063,0.124,0.0407,0.0528,0,0,0,0,0.0163,0.0224,0.2053,0.0081,12718,11430,12909,15396,16365,16676,473,279,87,56,30,21,18488,5192,15196,5779,0.894,0.6706896552,0.0672413793,0.6896551724,NA,0.3520574788,0.3962,0.3333,1,0.1429,0.3974,0,NA,3261,0.0485,0.9003,0.0132,0.0015,0.0018,3e-04,0.0061,0.0018,0.0264,0.1496,11782,13883,16493
"5","5",1179,390,485,405,500,NA,NA,438,453,NA,16,20,15,21,16,18,NA,NA,18,18,17,NA,872,0.024,0,0,0,0.0131,0,0.0153,0,0.024,0,0.0087,0,0.0808,0,0.0109,0.1114,0,0.1528,0.0109,0.048,0,0.024,0,0,0.0262,0,0.0393,0.0218,0.0633,0.0066,0,0,0,0,0.0131,0.2162,0.0786,0.0109,15112,14654,15513,17454,17646,17546,350,252,60,22,9,7,21116,6200,6200,6595,0.766,0.6236933798,0.031358885,0.7096399535,NA,0.3404397069,0.4035,0.3333,NA,0.4286,0.4038,0,NA,3006,0.0226,0.9365,0.004,0.0017,0.001,0.0033,0.0183,0.0126,0,0.145,14819,16034,17602
"6","6",1309,420,530,440,540,400,500,475,490,450,18,24,16,24,18,21,NA,NA,21,20,20,NA,976,0.0675,0.0072,0,0,0.0387,0,0.0315,0,0.0198,0,0,0.0072,0,0,0.0387,0,0,0.0396,0.0189,0,0.1107,0.0666,9e-04,0,0.0279,0,0.0765,0.0432,0.0279,0.0405,0,0,0,0,0.0342,0.135,0.135,0.0324,12717,12231,11510,13508,15543,15537,863,460,172,109,71,51,18915,6856,15544,6888,0.7571,0.5514307811,0.0657385924,0.8128383604,0.003866976,0.419939577,0.2975,0.2467,0.125,0.3348,0.1905,0.3077,NA,5290,0.5225,0.0841,0.3166,0.0087,0.0036,0.0017,0.0285,0.0331,0.0011,0.1289,12035,12285,15540
"7","5",666,530,620,530,620,500,600,575,575,550,23,27,23,28,23,27,6,8,25,26,25,7,1148,0,0.0266,0.0021,9e-04,0.0636,0,0.0101,0,0.1421,0,0.0184,0.0086,0.0115,0,0.0178,0.008,0,0.0376,0.0065,0,0.0095,0.069,0.0065,0,0.0258,0,0.0746,0.042,0.0184,0.0675,0,0,0,0,0.0616,0.0915,0.1616,0.0184,14165,7671,9545,13870,18266,18782,1489,275,220,329,332,333,19017,6553,19720,7670,0.7387,0.5712263316,0.0352150062,0.8771898779,0.0017695983,0.2451636905,0.6973,0.7089,0.4444,0.702,0.6044,0.8824,NA,16116,0.8582,0.0308,0.0411,0.0156,0.0021,6e-04,0.0259,0.0083,0.0172,0.0545,8504,12137,18524
"8","6",1369,500,630,520,640,NA,NA,565,580,NA,22,28,21,28,23,28,NA,NA,25,25,26,NA,1145,0,0.0124,0.0166,0.0067,0.0474,0,0.0314,0,0.0427,0.0774,3e-04,0.0121,0.0237,0.0136,0.0223,4e-04,0,0.0819,0.0139,0,0.0657,0.0164,0.0084,0,0.0108,0,0.0557,0,0,0.1034,0,0,0,0,0.0759,0.0112,0.2364,0.0132,10858,7195,7702,12407,14527,15349,2384,737,410,427,372,438,22312,10157,24503,10647,0.8611,0.5395661779,0.147620004,0.6012920935,0.007029524,0.3804779412,0.6343,0.6079,0.3571,0.6394,0.4916,0.7317,NA,39316,0.5457,0.0394,0.188,0.0686,0.0133,0.0024,0.0401,0.0942,0.0083,0.0902,7376,10102,14972
"9","5",974,420,500,480,560,400,490,460,520,445,21,26,21,28,20,26,NA,NA,24,25,23,NA,1088,0.0343,0.0036,0,0,0.0352,0.0018,0.0108,0,0.1476,0.0135,0.0099,0.0036,0,0,0.009,0.2013,0,0.0217,0.0059,0,0.0041,0.037,9e-04,0,0.0153,0,0.0347,5e-04,0.0162,0.0569,0,0,0,0,0.0171,0.1855,0.1268,0.0068,11752,10398,10259,12926,13710,13653,994,344,192,178,187,93,19359,7720,13480,6927,0.7288,0.608372457,0.1379107981,0.6766431925,0.0039123631,0.4100919393,0.393,0.3462,0.5714,0.4754,0.2775,0.3333,NA,9139,0.7372,0.1448,0.0235,0.0074,0.0043,0.0013,0.0174,0.0556,0.0085,0.1901,10348,11542,13691
"10","5",1417,410,580,440,630,410,580,495,535,495,18,25,18,26,17,25,NA,NA,22,22,21,NA,1010,0.0144,0.0064,0,0.0025,0.0282,0,0.0173,0.0064,0.108,0.0282,0.0183,0.0035,0.0069,0,0.0124,0.0272,0,0.0188,0.0064,0,0.1689,0.0124,0,0,0.0109,0,0.0317,0.0609,0.004,0.0173,0,0.0337,0.0139,0,0.0149,0.2204,0.0872,0.0188,10205,9186,9370,11223,12844,12890,1219,588,226,176,149,80,16518,5862,10878,6083,1,0.5579622944,0.1784997994,0.6169273967,0.0034095467,0.4777829747,0.4455,0.2889,0.36,0.4678,0.2533,0.2857,NA,8845,0.7751,0.0897,0.0531,0.0119,0.0099,8e-04,0.0242,0.0353,0,0.2071,9237,10182,12860
"11","5",830,470,550,450,540,NA,NA,510,495,NA,19,24,19,24,18,23,NA,NA,22,22,21,NA,1006,0,0,0,9e-04,0,0,0.0353,0,0.106,0,0,0.0149,0,0.0084,0.0381,0.1284,0,0.0688,0.0084,0,0,0,0,0,0.0223,0,0.0465,0.0326,0,0.053,0,0,0,0,0.0381,0.3702,0,0.0279,14668,12525,12893,15768,17356,17572,594,197,110,107,108,72,19983,5266,15271,5824,1,0.6934023286,0.1642949547,0.6235446313,0.0077619664,0.3568892045,0.3032,0.3636,0.3333,0.3278,0.2663,0.1515,NA,6162,0.582,0.2504,0.0662,0.0349,0.0019,0.0023,0.0424,0.0166,0.0034,0.2415,12657,14311,17443
"12","5",1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0.0288,0,0.2365,0,0,0,0,0,0.0336,0.0408,0,0.0204,0.0192,0,0.0384,0.0132,0.0168,0,0.0024,0,0.024,0.0348,0,0.0216,0,0,0,0,0.0108,0.0108,0.4394,0.0084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7711,0.4559,0.7098014094,0.3606662396,0.2876361307,NA,0.4715947981,NA,NA,NA,NA,NA,NA,NA,2991,0.7823,0.12,0.0191,0.0053,0.0157,0.001,0.0174,0.0057,0.0334,0.5517,NA,NA,NA
"13","5",1339,520,630,530,645,520,610,575,588,565,24,30,24,32,23,28,6,8,27,28,26,7,1215,0.0448,0.0178,0.0221,0,0.0573,0,0.006,0,0.0921,0.1637,0,0.0089,0.0366,0,0.0127,0,0,0.0934,0.0089,0,0.0219,0,0.0013,0,0.0123,0,0.0404,0,0.0178,0.0495,0,0,0,0,0.0361,0.0491,0.1949,0.0125,18644,13814,16053,18404,20500,21680,859,170,109,134,185,261,25282,10200,27384,9487,0.8816,0.5061188811,0.0255681818,0.9112762238,0.0034965035,0.1988738739,0.7086,0.6458,0.7143,0.7203,0.6044,0.6622,NA,20514,0.8507,0.0704,0.0248,0.0227,0.0074,0,0,0.01,0.014,0.0862,14689,17349,21190
"14","5",1236,433,538,468,550,NA,NA,486,509,NA,19,24,19,24,17,22,NA,NA,22,22,20,NA,1009,0,0,0,0,0.043,0,0,0,0.1174,0,0,0.005,0,0,0.0182,0.0231,0,0.0893,0.0066,0,0,0,0,0,0.0231,0,0.0579,0.0479,0,0.0298,0,0,0,0,0.0314,0.1851,0.3157,0.0066,13431,11914,12864,14412,15430,15537,428,169,78,66,59,56,17903,9080,19640,7255,0.9538,0.674196351,0.077324066,0.7224152911,0.0060816681,0.3873000485,0.2194,0,0.25,0.2623,0.15,0.3333,NA,4304,0.5328,0.3376,0.0074,0.0221,0.0044,0.0016,0.0297,0.0397,0.0246,0.2853,12214,13574,15482
"15","5",1116,470,560,460,570,NA,NA,515,515,NA,19,25,19,25,18,25,NA,NA,22,22,22,NA,1030,0,0,0,0,0.0636,0,0.0157,0,0.0783,0,0,0.0196,0,0,0.0303,0.0166,0,0.046,0.0088,0,0,0.0431,0,0,0.0166,0,0.0528,0.0372,0.0313,0.0499,0,0,0,0,0.0294,0.2779,0.1477,0.0352,8042,5605,6844,9262,10970,11267,422,155,66,86,64,51,13741,7326,21130,7519,1,0.6738723758,0.1218041987,0.6042402827,0.0049885679,0.330371383,0.303,0.4412,1,0.3437,0.2099,0.4643,NA,5030,0.5535,0.2563,0.0551,0.041,0.0038,0.0042,0.0527,0.0115,0.0221,0.1944,5975,8212,11102
"16","5",1483,375,540,390,605,NA,NA,458,498,NA,19,24,19,25,17,23,NA,NA,22,22,20,NA,1010,0.015,0,0,0,0.0488,0,0.0372,0,0.071,0,0.0211,0.0067,0,0,0.0283,0.1632,0,0.0339,0.0078,0,0,0.0733,6e-04,0,0.0194,0,0.0488,0.0666,0.0377,0.0466,0,6e-04,0,0,0.0361,0.091,0.1199,0.0266,11325,8497,9936,14518,15272,15259,836,333,174,152,117,60,19386,7168,21664,6836,1,0.605257795,0.2516812717,0.5712247809,0.0067250866,0.4257962503,0.365,0.4231,0,0.3846,0.2968,0.4348,NA,9003,0.6468,0.1983,0.0574,0.0154,0.0038,0.0021,0.0508,0.0038,0.0217,0.2456,8991,12073,15268
"17","3",582,500,600,500,590,480,580,550,545,530,20,24,19,24,18,24,NA,NA,22,22,21,NA,1066,0,0.0074,0.0326,9e-04,0.1211,0,0.013,0,0.1143,3e-04,0.0264,0.0133,0.0516,0.006,0.0187,0.0922,0,0.0269,0.004,0,0,0.013,0.0034,0,0.0094,0,0.0417,0.0363,0.0204,0.0357,0,0,0,0,0.0613,0.0925,0.1435,0.0142,15141,9260,11540,15468,19357,20284,2439,587,387,455,538,472,21807,9344,24610,7454,0.8183,0.6047778709,0.0317127689,0.9072366583,0.0019558536,0.3015104854,0.5945,0.5176,0.4286,0.6205,0.4419,0.4231,0.6667,15895,0.8189,0.074,0.0382,0.0101,7e-04,0.0011,0.0247,0.0196,0.0127,0.0618,10166,13663,19790
"18","4",1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,24,17,23,18,24,NA,NA,22,20,21,NA,1010,0,0.0204,0,0.0021,0.0161,0,0.0075,0,0.1439,0,0.044,0.0032,0,0,0.0107,0.0537,0,0.072,0.0075,0,0.0011,0.0473,0,0,0.015,0,0.0677,0.0687,0.0311,0.0311,0.0011,0,0,0,0.0322,0.1257,0.1933,0.0043,14589,10211,11171,13715,16982,17679,556,107,61,105,152,131,18549,8134,8134,7585,0.5848,0.5781505728,0.1268412439,0.7086743044,0.0053191489,0.2624614027,0.4573,0.5556,0.1667,0.4838,0,0,0,4386,0.8536,0.0176,0.0201,0.0091,0.0269,2e-04,0.0308,0.0194,0.0223,0.2095,10560,12780,17305
"19","4",1599,440,533,420,523,425,575,487,472,500,18,22,17,22,17,22,NA,NA,20,20,20,NA,951,0,0,0,0.0072,0.07,0,0,0,0.2244,0,0.0359,0,0,0,0.0287,0.1005,0,0.0431,0.009,0,0,0.0808,0,0,0.0162,0,0.0557,0,0.0557,0.0395,0,0,0,0,0.0323,0,0.1795,0.0215,13706,11178,11850,14585,16255,15903,319,93,51,60,69,46,17034,7617,10097,6957,0.8481,0.6338461538,0.1175384615,0.7058461538,0.0073846154,0.3230974633,0.3303,0.2143,0.1923,0.3385,0.6667,0.3333,NA,2910,0.8361,0.011,0.0474,0.0041,0.0395,0.0024,0.0388,0.0131,0.0076,0.2416,11416,13328,16114
"20","2",1446,440,530,440,540,420,510,485,490,465,17,22,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,970,0,0,0,0,0.1081,0,0.0106,0,0.1224,0.0048,0,0.0254,0,0,0.0313,0,0,0.0207,0.018,0,5e-04,0.0382,0.0026,0,0.0201,0,0.0604,0.0615,0.0238,0.0996,0,0,0,0,0.027,0.132,0.1744,0.0185,18226,13588,15178,18189,20800,21355,1568,312,210,314,344,388,21631,8914,19364,8880,0.8469,0.5803971813,0.0108904548,0.9329489643,0.0036301516,0.3682510383,0.6482,0.6216,0.8,0.6844,0.4392,0.6923,1,9109,0.8095,0.0818,0.0516,0.0103,7e-04,9e-04,0.022,0.0103,0.013,0.0564,14228,16982,21094
"21","5",178,400,490,410,510,280,380,445,460,330,17,22,16,21,15,22,NA,NA,20,19,19,NA,927,0,0,0,0,0,0,0.0196,0,0.0868,0,0.1737,0,0,0,0,0.1653,0,0,0,0,0.0448,0,0,0,0,0,0,0.0616,0,0.0476,0,0,0,0,0,0.3305,0.07,0,8908,7687,7076,11058,13410,14082,203,117,32,20,26,8,14965,5832,11064,6165,1,0.6020179372,0.1838565022,0.5414798206,NA,0.5528350515,0.337,0.3333,0,0.3489,0.1905,0,0,1529,0.8437,0.102,0.0111,0.0013,0.0026,0,0.0111,0.0203,0.0078,0.1844,7556,8608,13568
"22","7",1136,450,570,460,570,440,550,510,515,495,20,26,20,26,19,26,7,8,23,23,23,8,1042,0,0.0095,0,0.0017,0.0658,0,0.0204,0,0.0593,0.0542,0,0.0126,0,0,0.0358,0.0573,0,0.032,0.0078,0,0.015,0.0133,0.0027,0,0.0133,0,0.0484,0.0426,0.0256,0.0767,0,0,0,0,0.0375,0.1817,0.1694,0.0174,15897,13079,14088,16502,18391,18574,1136,300,196,230,199,211,19053,6641,19493,7059,0.5751,0.5662489557,0.1507101086,0.6481203008,0.0056808688,0.3573595004,0.3571,0.2619,0.4348,0.3617,0.4828,0.4085,0.4444,16206,0.7516,0.0166,0.1031,0.0201,0.0061,0.0036,0.0353,0.0408,0.0228,0.2519,13478,15391,18485
"23","2",455,410,480,400,460,390,460,445,430,425,15,18,14,17,15,17,6,8,17,16,16,7,867,0,0,0,0,0,0.1161,0.0418,0,0.0432,0,0,0,0.0513,0,0.0121,0,0,0.0621,0.004,0,0,0.0094,0,0,0,0,0.1012,0.0621,0.0337,0.0769,0,0,0,0,0.0297,0.1134,0.2024,0.0405,13231,8514,11385,14841,17440,18594,454,152,74,75,76,77,19456,7299,17875,8178,0.5208,0.6307755776,0.051980198,0.7070957096,NA,0.3840267814,0.3268,0.2222,0.25,0.4545,0.3311,0.4286,NA,4401,0.0239,0.8732,0.0268,0.0134,9e-04,0.0018,0.0332,0.0095,0.0173,0.1668,9454,13124,18021
"24","3",422,450,570,450,580,NA,NA,510,515,NA,19,24,18,24,18,24,NA,NA,22,21,21,NA,1012,0,0.0135,0.0149,0.0057,0.0294,0,0.0169,0,0.2038,0,0.0277,0.0068,0.0196,0,0.0453,0.0429,0,0.0392,0.0051,0,0.0115,0.0531,0.0037,0,0.0105,0,0.0365,0.0233,0.0128,0.0389,0,0,0,0,0.1024,0.1,0.1254,0.0112,17944,14949,15328,18009,19728,20237,2090,423,276,426,494,471,22998,10726,18034,8221,0.7012,0.5953708868,0.0366703848,0.8679587284,0.0032069158,0.3237250554,0.5525,0.4479,0.375,0.5703,0.4822,0.5938,NA,13697,0.7748,0.1018,0.041,0.0076,0.0022,7e-04,0.0299,0.0176,0.0245,0.0581,15098,16955,19977
"25","1",1210,440,540,450,550,NA,NA,490,500,NA,19,24,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,991,0,0,0,0,0.0766,0,0.0082,0,0.1835,0,0,0.0046,0,0,0.0591,0,0,0.0344,0.0267,0,0,0,0.0041,0,0.0319,0,0.109,0.1044,0.0339,0.0699,0,0,0,0.0108,0.0308,0.0123,0.1568,0.0427,17781,14436,15829,18339,19734,19844,1032,237,138,179,218,260,19877,8353,14493,8493,1,0.6110865724,0.0384275618,0.827959364,0.0050795053,0.3641238118,0.5915,0.4348,0.4,0.5964,0.5909,0.6087,NA,9500,0.7828,0.0903,0.0596,0.0178,0.0026,9e-04,0.0282,0.0037,0.014,0.1622,14949,17247,19794
"26","8",108,550,640,580,680,NA,NA,595,630,NA,25,30,24,31,26,31,NA,NA,28,28,29,NA,1234,0.1209,0.0201,0.0517,0.0021,0.0149,0.0206,0.0193,0,0.0261,0.248,0.0128,0.0026,0,0,0.0269,0.0368,0,0.0527,0.0149,0,0,0.0614,0.0031,0,0.0201,0,0.0141,0,0,0.0577,0,0,0,0,0.0157,0.0211,0.124,0.0123,18047,10611,12644,16508,21388,23528,1332,248,176,241,229,438,24218,8918,20078,8767,0.6649,0.4824089404,0.0111754967,0.9329470199,NA,0.2634491919,0.75,0.655,0.7308,0.7824,0.5,0.6685,0.7059,19177,0.5872,0.007,0.1516,0.1185,0.0016,0.002,0.0703,0.0148,0.047,0.0344,11455,14877,22793
"27","8",379,450,580,480,630,NA,NA,515,555,NA,20,27,19,26,21,28,NA,NA,24,23,25,NA,1074,0.0463,0,0.0387,0.0054,0.0266,0,0.0239,0,0.0017,0.1806,0.0263,0.0029,0.0219,0,0.0117,0.0336,0,0.0536,0.0141,0,5e-04,0.0275,0.0046,0,0.0171,0,0.0404,0,0,0.0582,0,0,0,0,0.0314,0.0154,0.3051,0.0124,11085,6984,9386,12767,17364,18785,2059,827,394,340,243,255,19042,6904,18064,9036,0.4892,0.4756797206,0.0386630082,0.7725118483,0.0043651783,0.4800781837,0.5638,0.4972,0.5333,0.6059,0.4,0.6411,0.7059,22269,0.2023,0.0329,0.3864,0.2459,0.0019,0.0024,0.0397,0.0476,0.0409,0.1161,7759,10952,18092
"28","8",910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.018,0,0,0.0504,0,0.0166,0,0.0511,0.0097,0,0.0104,0,0,0.0366,0.1209,0,0.049,0.0138,0,0.0035,0.0221,0.0069,0,0.0373,0,0.0939,0.0794,0.0124,0.0856,0,0,0,0,0.0235,0.0635,0.1761,0.0193,6297,4152,4902,8131,12835,15219,1075,540,225,155,82,73,15975,6792,17952,8249,0.6359,0.6336978131,0.0802683897,0.6985586481,0.0039761431,0.5885152284,0.4118,0.4684,0.4545,0.4437,0.1667,0.3725,0.25,7524,0.1835,0.0638,0.5186,0.0678,0.006,7e-04,0.028,0.0311,0.1005,0.099,4373,6220,13958
"29","8",976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0245,0,0.0028,0.0858,0,0.0302,0,0.0368,0,0,0.017,0,0,0.0358,0.0925,0,0.0764,0.0113,0,0,0,0,0,0.0151,0,0.1858,0,0,0.1028,0,0,0,0,0.0708,0.066,0.1255,0.0208,14586,10509,12522,16209,21404,22375,545,218,103,96,53,75,22555,6521,17681,8686,0.4654,0.6870920957,0.0641769398,0.6722262509,0.0036258158,0.4991134752,0.6152,0.6296,0.8,0.6357,0.6,0.5652,0.6667,5649,0.3452,0.0281,0.4572,0.0542,0.0044,0.0012,0.0462,0.0023,0.0611,0.1501,11155,14300,21973
"30","8",923,440,550,440,550,NA,NA,495,495,NA,19,24,17,24,18,24,NA,NA,22,21,21,NA,996,0.0495,0.0059,0,0.0053,0.0155,0,0.0378,0,0.0155,0.0445,0.0281,0.0064,0,0,0.0486,0.0568,0,0.0211,0.007,0,0.0012,0.0873,0.005,0,0.0067,0,0.0703,0.0404,0.0187,0.0855,0,0,0,0,0.0679,0.0987,0.1613,0.0149,13640,8691,10221,14625,19750,21371,1456,506,241,276,180,253,21715,7002,18162,8243,0.5236,0.5797101449,0.0617220801,0.7655583973,0.0035805627,0.4521233974,0.5926,0.4676,0.56,0.6277,0.4189,0.5528,0.45,15844,0.4917,0.0213,0.2627,0.0592,0.0057,0.0015,0.0497,0.0342,0.0738,0.0695,9185,12572,20697
"31","8",225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.005,0.0669,0,0.0169,0,0.0308,0,0.0015,0.0085,0,0,0.0219,0.0819,0,0.0261,0.0115,0,0.0131,0.0319,0.0042,0,0.005,0,0.1034,0.0519,0.0604,0.0953,0,0,0,0,0.0196,0.1319,0.2003,0.0119,2416,511,2002,5991,10831,12331,1196,733,208,149,68,38,12399,6139,17299,8172,0.395,0.6519413024,0.0816264139,0.5362274534,0.0062671966,0.5768188451,0.3228,0.3676,NA,0.5143,0.2315,0.3226,0.3125,12199,0.0835,0.1472,0.5732,0.0956,0.0018,0.0034,0.0274,0.0302,0.0376,0.2798,841,3667,11369
"32","8",899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0078,0,0.0049,0.0296,0,0.024,0,0,0.0071,0,0.0032,0.0503,0,0.0143,0.0438,0,0.0419,0.0078,0,0.0013,0.0503,0.0026,0,0.0075,0,0.0572,0.0497,0,0.0974,0,0,0,0,0.051,0.166,0.2709,0.0114,10340,6961,8517,13122,18628,19473,1074,509,210,167,93,95,19793,6564,17724,8628,0.4481,0.6728938387,0.0795760733,0.5710436501,0.0034129693,0.50269179,0.3813,0.3392,0.5,0.4149,0.2709,0.4611,0.2632,12275,0.1725,0.1088,0.2831,0.2378,0.0019,0.0108,0.056,0.0588,0.0702,0.1308,7415,10557,19055
"33","8",567,390,510,400,520,NA,NA,450,460,NA,16,22,14,21,16,23,NA,NA,19,18,20,NA,910,0.0565,0.0012,0,0.0028,0.0295,0,0.0073,0,0.0342,0.0394,0.0197,0.0124,0.0059,0,0.0337,0.0771,0,0.0209,0.0094,0,0.0049,0.0579,0.0084,0,0.0176,0,0.0705,0,0.0391,0.1277,0,0,0,0,0.041,0.1244,0.1408,0.0176,6265,3834,5093,8828,14646,15832,2314,1199,503,308,162,142,16316,6299,17459,8111,0.5096,0.5965733866,0.0579097658,0.7852655625,0.0025128498,0.5243882936,0.5236,0.4889,0.5625,0.6305,0.3868,0.439,0.6,20128,0.231,0.0353,0.4541,0.1518,0.0032,0.0024,0.0303,0.0429,0.049,0.1197,4206,6511,15200
"34","8",258,450,550,470,580,NA,NA,500,525,NA,19,24,17,24,19,25,NA,NA,22,21,22,NA,1021,0,0,0,0.0075,0.12,0,0.0079,0,0.0538,0.0205,0,0.0091,0,0,0.026,0.0207,0,0.026,0.0062,0,0,0.0581,0.0048,0,0.0076,0,0.0659,0.0397,0.037,0.0674,0,0,0,0,0.062,0.1013,0.241,0.0172,7237,3364,5206,8537,13858,15550,2815,1125,530,524,316,320,15627,6315,17475,8561,0.4618,0.5905965274,0.0593089221,0.738353103,0.0041258381,0.4875980496,0.5572,0.491,0.5926,0.6227,0.4306,0.6203,0.48,32610,0.2397,0.0205,0.3857,0.2158,0.0018,0.0021,0.0423,0.0539,0.0382,0.1817,3954,6862,14709
"35","8",148,460,570,480,600,NA,NA,515,540,NA,20,25,19,25,20,26,NA,NA,23,22,23,NA,1054,0,0.0076,0,0.014,0.0154,0,0.0099,0,0,0.063,0.009,0.019,0.0699,0,0.0889,0.0343,0,0.0349,0.0085,0,1e-04,0.0372,0.0059,0,0.0083,0,0.0567,0.0172,0.0094,0.1056,0,0,0,0,0.1239,0.1021,0.143,0.0162,9389,5549,7027,10649,15764,17379,2755,1093,530,456,327,349,17779,6452,17612,8669,0.4885,0.5907425907,0.042041292,0.7183649684,0.0037462537,0.4808894354,0.6517,0.5877,0.5769,0.7228,0.5481,0.6786,0.5758,31494,0.1998,0.038,0.3791,0.2318,0.005,0.0039,0.0458,0.0571,0.0395,0.1397,6032,8702,16598
